CO,NO2,pm10,pm25,Temperature,Humidity,Wind speed,date,time,CO_AQI,NO2_AQI,pm10_AQI,pm25_AQI,AQI
1150,34.7,101,48.6,33,0.24,2.48,4/30/2024,13:00,11,17,74,133,133
1240,35,95.6,64.7,35,0.23,2.98,4/30/2024,14:00,12,18,71,157,157
1180,36.5,96.9,47.6,36,0.24,3.41,4/30/2024,15:00,12,18,72,131,131
1250,37.2,108,73.1,36,0.33,4.54,4/30/2024,16:00,12,19,77,163,163
1180,35.6,118,63.6,35,0.4,5.72,4/30/2024,17:00,12,18,82,157,157
1100,35.5,149,85.8,35,0.5,6.12,4/30/2024,18:00,11,18,98,172,172
1280,36.3,157,77.4,34,0.52,5.45,4/30/2024,19:00,13,18,102,166,166
1280,36,128,68.5,32,0.6,3.99,4/30/2024,20:00,13,18,87,160,160
1130,36.4,105,58.2,31,0.67,3.63,4/30/2024,21:00,11,18,76,153,153
998,35.2,81.8,56.4,30,0.7,3.51,4/30/2024,22:00,10,18,64,152,152
809,35.9,81.8,59.6,30,0.68,5.68,4/30/2024,23:00,8,18,64,154,154
876,38.4,82.6,59,30,0.62,5.69,5/1/2024,0:00,9,19,65,153,153
850,38.3,71.1,47.9,25,0.66,5.6,5/1/2024,1:00,8,19,59,132,132
776,37.3,53.7,37.9,24,0.71,4.5,5/1/2024,2:00,8,19,50,107,107
827,39.6,33.4,32,25,0.72,3.97,5/1/2024,3:00,8,20,31,94,94
806,38.9,37.4,36.2,25,0.71,5.22,5/1/2024,4:00,8,20,35,103,103
821,38.8,36.8,32.3,25,0.73,5.35,5/1/2024,5:00,8,19,34,94,94
938,38.9,39.1,30.1,26,0.77,4.96,5/1/2024,6:00,9,20,36,90,90
983,39.1,32.5,28.3,26,0.8,5.62,5/1/2024,7:00,10,20,30,87,87
989,39.3,36.7,26.7,26,0.79,5.54,5/1/2024,8:00,10,20,34,84,84
1010,38.7,39.2,26.2,26,0.79,4.65,5/1/2024,9:00,10,19,36,83,83
969,38.2,31.4,23.7,27,0.74,4.17,5/1/2024,10:00,10,19,29,78,78
933,37.8,35.4,25.5,28,0.72,3.5,5/1/2024,11:00,9,19,33,82,82
862,39,32.7,27.7,27,0.71,2.67,5/1/2024,12:00,9,20,30,86,86
811,38,31.1,22,27,0.72,2,5/1/2024,13:00,8,19,29,75,75
821,37.3,28.8,19.4,27,0.75,2.62,5/1/2024,14:00,8,19,27,70,70
880,38.3,28.1,18.5,27,0.82,2.93,5/1/2024,15:00,9,19,26,69,69
900,37.3,23.4,22.3,27,0.85,3.15,5/1/2024,16:00,9,19,22,76,76
1040,38.7,29.6,17.8,27,0.86,2.51,5/1/2024,17:00,10,19,27,67,67
1080,37.6,47.2,21.2,26,0.86,1.16,5/1/2024,18:00,11,19,44,74,74
1090,40.2,80.6,31.1,26,0.85,0.75,5/1/2024,19:00,11,20,64,92,92
1080,38.2,80.7,24.8,25,0.86,1.32,5/1/2024,20:00,11,19,64,80,80
1180,40.2,78.5,29.2,24,0.88,2.57,5/1/2024,21:00,12,20,63,88,88
1250,39.1,55.4,33.8,24,0.88,2.66,5/1/2024,22:00,12,20,51,97,97
1240,41.2,53.3,39.5,24,0.89,3.35,5/1/2024,23:00,12,21,49,111,111
930,38.6,55.2,35.5,24,0.89,3.35,5/2/2024,0:00,9,19,51,101,101
903,39.6,55.9,32.5,24,0.9,2.87,5/2/2024,1:00,9,20,51,95,95
775,41.1,43.8,36.3,24,0.9,2.4,5/2/2024,2:00,8,21,41,103,103
688,37.5,58.9,27.2,22,0.9,2.05,5/2/2024,3:00,7,19,53,85,85
583,37.3,53.4,23.7,22,0.9,1.7,5/2/2024,4:00,6,19,49,78,78
749,43.7,39.6,18.2,23,0.9,0.85,5/2/2024,5:00,7,22,37,68,68
760,43.7,34,18.4,23,0.9,0.74,5/2/2024,6:00,8,22,31,68,68
1130,43.9,25.5,18.8,23,0.9,1.26,5/2/2024,7:00,11,22,24,69,69
1430,44.5,18.9,16.2,24,0.88,0.99,5/2/2024,8:00,14,22,18,64,64
1080,37.2,14.4,25,25,0.87,1.33,5/2/2024,9:00,11,19,13,81,81
1040,37.2,10.7,19.3,26,0.86,1.25,5/2/2024,10:00,10,19,10,70,70
1230,36.9,22.1,17.3,26,0.85,1.22,5/2/2024,11:00,12,19,20,66,66
1170,37.7,23.8,18.4,26,0.82,0.73,5/2/2024,12:00,12,19,22,68,68
1140,38.5,26.5,15,26,0.83,1.14,5/2/2024,13:00,11,19,25,62,62
1190,38.4,37.6,21.3,26,0.82,0.77,5/2/2024,14:00,12,19,35,74,74
1480,38.8,52.3,25.9,25,0.81,2.2,5/2/2024,15:00,15,19,48,82,82
1590,39.9,72.6,26.4,24,0.78,1.96,5/2/2024,16:00,16,20,60,83,83
2020,42.6,78.2,28.1,23,0.86,1.93,5/2/2024,17:00,20,21,62,86,86
1930,44.2,55.3,32.4,24,0.91,2.84,5/2/2024,18:00,19,22,51,94,94
1930,48.2,44.9,25.1,24,0.93,0.89,5/2/2024,19:00,19,24,42,81,81
1610,50.6,52.3,31.9,24,0.94,1.67,5/2/2024,20:00,16,25,48,93,93
1540,49.2,49.3,25.4,23,0.94,2.73,5/2/2024,21:00,15,25,46,81,81
1390,49.5,50.4,35.3,23,0.95,2.94,5/2/2024,22:00,14,25,47,100,100
1220,46.8,47.1,27.1,23,0.96,2.62,5/2/2024,23:00,12,23,44,85,85
902,40.2,41,25.9,23,0.96,2.47,5/3/2024,0:00,9,20,38,82,82
987,42.4,33.4,20.2,23,0.97,1.32,5/3/2024,1:00,10,21,31,72,72
705,38.6,24.4,18.7,24,0.97,1.82,5/3/2024,2:00,7,19,23,69,69
726,36.2,18.1,19.5,24,0.97,1.62,5/3/2024,3:00,7,18,17,70,70
761,42.9,18.4,19.9,24,0.97,0.76,5/3/2024,4:00,8,22,17,71,71
987,42.6,19.9,14.8,24,0.97,1.91,5/3/2024,5:00,10,21,18,62,62
1310,41.7,24.6,31.8,23,0.97,1.74,5/3/2024,6:00,13,21,23,93,93
2150,44.3,38.5,29,23,0.96,2.62,5/3/2024,7:00,21,22,36,88,88
2400,45.2,36.4,34.5,23,0.96,2.47,5/3/2024,8:00,24,23,34,98,98
2170,41.8,32.9,27.1,24,0.96,2.47,5/3/2024,9:00,22,21,30,85,85
2200,42.1,32.4,25.9,24,0.94,2.62,5/3/2024,10:00,22,21,30,82,82
1840,43,29.4,24.2,25,0.85,2.15,5/3/2024,11:00,18,22,27,79,79
1550,41.6,24.3,20.2,26,0.85,2.41,5/3/2024,12:00,15,21,23,72,72
1250,40,19.5,27.3,27,0.82,5.68,5/3/2024,13:00,12,20,18,85,85
979,38.2,22.3,25.8,27,0.82,5.88,5/3/2024,14:00,10,19,21,82,82
1020,38.6,26.9,20.1,27,0.77,7.45,5/3/2024,15:00,10,19,25,71,71
1010,37.5,27,29.9,27,0.77,6.46,5/3/2024,16:00,10,19,25,90,90
1290,38.1,31.1,23.9,27,0.82,5.12,5/3/2024,17:00,13,19,29,79,79
1340,38.2,33.6,18.2,26,0.86,5.97,5/3/2024,18:00,13,19,31,68,68
1370,38.1,56,24.8,26,0.87,5.61,5/3/2024,19:00,14,19,51,80,80
1180,37.6,77.4,25.6,26,0.91,4.87,5/3/2024,20:00,12,19,62,82,82
1110,37.9,59.2,25.2,26,0.92,4.05,5/3/2024,21:00,11,19,53,81,81
863,37.4,42.9,19.1,25,0.93,3.62,5/3/2024,22:00,9,19,40,70,70
823,38.1,40.4,18.3,25,0.94,3.28,5/3/2024,23:00,8,19,37,68,68
563,36.6,45.7,29.2,25,0.94,3.51,5/4/2024,0:00,6,18,42,88,88
559,36.3,43.7,23.4,25,0.94,3.35,5/4/2024,1:00,6,18,40,78,78
445,36.4,54.9,18.2,25,0.94,2.32,5/4/2024,2:00,4,18,51,68,68
489,36.4,51.8,17.6,25,0.94,2.43,5/4/2024,3:00,5,18,48,67,67
424,35.8,51.6,21.8,23.17,0.94,2.21,5/4/2024,4:00,4,18,48,75,75
524,35.4,50.7,23.5,25,0.95,1.89,5/4/2024,5:00,5,18,47,78,78
657,36.9,49,29.8,25,0.93,1.6,5/4/2024,6:00,7,19,45,90,90
1380,38.5,47.9,25.5,25,0.92,1.46,5/4/2024,7:00,14,19,44,82,82
1520,41.1,56.6,32.7,26,0.85,2.92,5/4/2024,8:00,15,21,52,95,95
1300,41.2,41.1,25.7,27,0.74,3.57,5/4/2024,9:00,13,21,38,82,82
917,40.9,29.7,31.2,29,0.67,3.52,5/4/2024,10:00,9,21,28,92,92
887,40.1,21.5,27.9,30,0.61,3.65,5/4/2024,11:00,9,20,20,86,86
784,38.5,25.3,39.8,31,0.55,2.96,5/4/2024,12:00,8,19,23,112,112
905,38.2,33.6,30.5,32,0.48,2.67,5/4/2024,13:00,9,19,31,91,91
824,37.8,37.8,36.9,32,0.44,3.39,5/4/2024,14:00,8,19,35,104,104
875,39.1,45.4,28.9,33,0.45,4.26,5/4/2024,15:00,9,20,42,88,88
874,36.7,49.4,33.9,32,0.54,5.8,5/4/2024,16:00,9,18,46,97,97
1010,37.1,49.3,28.7,32,0.64,5.87,5/4/2024,17:00,10,19,46,88,88
976,37.1,49.7,29,31,0.74,5.45,5/4/2024,18:00,10,19,46,88,88
1040,38.2,51.3,27,30,0.8,4.42,5/4/2024,19:00,10,19,48,84,84
974,36.1,57.5,30.5,29,0.85,3.88,5/4/2024,20:00,10,18,52,91,91
1060,37.8,44.9,27.2,28,0.88,3.5,5/4/2024,21:00,11,19,42,85,85
975,38.1,62.8,25.4,27,0.9,4.12,5/4/2024,22:00,10,19,55,81,81
902,41,67.4,28.6,26,0.91,3.47,5/4/2024,23:00,9,21,57,87,87
687,39.6,67.4,33,26,0.9,3.11,5/5/2024,0:00,7,20,57,96,96
671,40.2,46.7,25,27,0.89,1.93,5/5/2024,1:00,7,20,43,81,81
546,38.8,44,30.4,26,0.91,1.27,5/5/2024,2:00,5,19,41,91,91
635,41,47.9,30.9,26,0.92,1.1,5/5/2024,3:00,6,21,44,92,92
477,39.4,37,23.9,25,0.88,2.13,5/5/2024,4:00,5,20,34,79,79
548,37.2,26.6,18.1,25,0.88,2.2,5/5/2024,5:00,5,19,25,68,68
612,39.7,31,17.7,24,0.89,2.36,5/5/2024,6:00,6,20,29,67,67
779,41.7,38.4,13.3,25,0.86,2.78,5/5/2024,7:00,8,21,36,59,59
768,40.3,39.4,23.8,25,0.84,2.57,5/5/2024,8:00,8,20,36,78,78
884,40.9,41.6,26.9,26,0.84,2.36,5/5/2024,9:00,9,21,39,84,84
861,39.5,40.1,25.3,26,0.83,2.67,5/5/2024,10:00,9,20,37,81,81
927,40.2,40.3,26.8,27,0.8,2.47,5/5/2024,11:00,9,20,37,84,84
801,38.2,52.6,32.1,27,0.78,2.6,5/5/2024,12:00,8,19,49,94,94
897,39.4,50.4,26,27,0.84,2.65,5/5/2024,13:00,9,20,47,82,82
801,37.1,51.1,29.2,28,0.83,2.32,5/5/2024,14:00,8,19,47,88,88
978,37.4,53.5,27,29,0.82,2.13,5/5/2024,15:00,10,19,50,84,84
981,36.3,50,30.5,28,0.82,0.46,5/5/2024,16:00,10,18,46,91,91
1410,37.3,67.5,33.1,27,0.85,0.66,5/5/2024,17:00,14,19,57,96,96
1310,41.1,66.6,33.5,27,0.87,2.08,5/5/2024,18:00,13,21,57,96,96
1320,41.5,74.9,35.1,27,0.93,1.4,5/5/2024,19:00,13,21,61,99,99
1090,41.5,85.4,31.2,26,0.94,0.33,5/5/2024,20:00,11,21,66,92,92
973,42.6,69.2,29.4,26,0.94,1.37,5/5/2024,21:00,10,21,58,89,89
1070,42.5,62.3,29.5,26,0.95,1.69,5/5/2024,22:00,11,21,55,89,89
922,41.7,52.6,23,26,0.93,2.58,5/5/2024,23:00,9,21,49,77,77
652,41.1,53.7,16.4,26,0.92,1.9,5/6/2024,0:00,6,21,50,65,65
705,38.8,61.1,22.5,26,0.9,1.76,5/6/2024,1:00,7,19,54,76,76
595,37,53.1,27.9,26,0.91,1.47,5/6/2024,2:00,6,19,49,86,86
631,37.6,46.5,25.2,25,0.91,1.57,5/6/2024,3:00,6,19,43,81,81
741,38.4,49.3,23.3,25,0.91,1.33,5/6/2024,4:00,7,19,46,77,77
873,40,56.1,21.4,25,0.91,1.63,5/6/2024,5:00,9,20,52,74,74
923,39.7,65.4,30.9,25,0.91,1.96,5/6/2024,6:00,9,20,56,92,92
1550,43.4,63.5,35.8,25,0.93,1.71,5/6/2024,7:00,15,22,55,102,102
1790,45.2,75.4,42.8,26,0.93,1.92,5/6/2024,8:00,18,23,61,119,119
1620,45.2,80,35.2,25,0.93,1.85,5/6/2024,9:00,16,23,63,100,100
1160,42.6,121,59.1,24,0.93,1.88,5/6/2024,10:00,12,21,84,154,154
1010,41.5,81.2,42,24,0.9,2.11,5/6/2024,11:00,10,21,64,117,117
942,42,47.2,40.1,25,0.87,1.71,5/6/2024,12:00,9,21,44,112,112
946,42.2,30.7,30.7,26,0.82,0.99,5/6/2024,13:00,9,21,28,91,91
792,37.6,30.6,23.3,28,0.79,0.46,5/6/2024,14:00,8,19,28,77,77
845,38.9,33.7,22.8,28,0.79,0.68,5/6/2024,15:00,8,20,31,77,77
847,39.9,31.3,18.6,28,0.77,1.35,5/6/2024,16:00,8,20,29,69,69
1060,41.3,39.1,17.9,28,0.8,2.86,5/6/2024,17:00,11,21,36,67,67
1430,39.2,31.6,25.1,28,0.86,4,5/6/2024,18:00,14,20,29,81,81
1620,41.2,39.2,20.5,26,0.9,2.89,5/6/2024,19:00,16,21,36,72,72
1580,40.9,47.6,18,26,0.93,3.05,5/6/2024,20:00,16,21,44,68,68
1590,42.6,44.8,14.4,25,0.94,3.38,5/6/2024,21:00,16,21,41,61,61
1280,42.9,43.1,22.8,25,0.96,2.79,5/6/2024,22:00,13,22,40,77,77
1150,42.9,52.9,24.1,25,0.96,3.21,5/6/2024,23:00,11,22,49,79,79
1110,41.3,83.6,41.5,25,0.96,2.82,5/7/2024,0:00,11,21,65,116,116
1120,40.5,106,46.3,25,0.96,2.5,5/7/2024,1:00,11,20,76,128,128
649,38.7,132,56.3,25,0.96,2.73,5/7/2024,2:00,6,19,89,152,152
485,37.6,77.1,53.2,25,0.96,2.63,5/7/2024,3:00,5,19,62,145,145
640,38.6,81.2,39.7,25,0.96,2.2,5/7/2024,4:00,6,19,64,111,111
755,44.5,90.3,43,25,0.97,2.44,5/7/2024,5:00,7,22,68,119,119
953,44.2,94.2,50.8,25,0.96,1.95,5/7/2024,6:00,9,22,70,139,139
1830,46.9,82.7,40.5,25,0.91,2.69,5/7/2024,7:00,18,24,65,113,113
2170,45.3,83,42.1,25,0.87,2.84,5/7/2024,8:00,22,23,65,117,117
1950,47,79.8,50.6,26,0.8,3.08,5/7/2024,9:00,19,24,63,138,138
1570,46.5,80.8,57.1,26,0.73,3.07,5/7/2024,10:00,16,23,64,152,152
1400,44.7,56.6,41.1,28,0.68,2.9,5/7/2024,11:00,14,22,52,115,115
930,39.2,57.3,40.9,29,0.64,2.95,5/7/2024,12:00,9,20,52,114,114
1120,38.8,62.1,33.7,29,0.64,2.6,5/7/2024,13:00,11,19,55,97,97
1080,40.6,64.5,37.1,29,0.63,3.06,5/7/2024,14:00,11,20,56,105,105
1270,38.5,108,56.3,30,0.65,4.24,5/7/2024,15:00,13,19,77,152,152
1450,36.4,73.7,48.1,30,0.66,4.39,5/7/2024,16:00,14,18,60,132,132
2410,40.1,42.4,46.2,29,0.68,3.41,5/7/2024,17:00,24,20,39,127,127
3720,42.5,75,53.7,29,0.75,3.35,5/7/2024,18:00,37,21,61,146,146
5840,47.9,132,54.4,29,0.79,2.73,5/7/2024,19:00,57,24,89,148,148
4220,45.2,158,55.5,28,0.82,2.98,5/7/2024,20:00,42,23,102,151,151
1540,41.1,110,47.8,28,0.83,2.85,5/7/2024,21:00,15,21,78,131,131
1440,39.5,95.5,56,28,0.84,3.27,5/7/2024,22:00,14,20,71,151,151
1190,40.7,81.6,50.8,28,0.85,2.9,5/7/2024,23:00,12,20,64,139,139
796,40.4,77.5,48.5,27,0.86,2.74,5/8/2024,0:00,8,20,62,133,133
770,40,78.1,48.3,27,0.89,2.33,5/8/2024,1:00,8,20,62,133,133
579,38.8,80.9,44.7,26,0.91,3.43,5/8/2024,2:00,6,19,64,124,124
661,41.1,81.8,45.7,26,0.91,1.51,5/8/2024,3:00,7,21,64,126,126
520,39.3,92.7,41.9,26,0.91,0.91,5/8/2024,4:00,5,20,70,117,117
580,38.2,91.3,46.8,26,0.93,1.84,5/8/2024,5:00,6,19,69,129,129
744,39,93.9,45.6,26,0.93,2.03,5/8/2024,6:00,7,20,70,126,126
1670,41.9,85.9,48.2,26,0.86,2.39,5/8/2024,7:00,17,21,66,132,132
1710,38.9,86.3,41.1,27,0.8,2.46,5/8/2024,8:00,17,20,66,115,115
1110,39.4,75.6,37.2,27,0.74,3.3,5/8/2024,9:00,11,20,61,105,105
980,37.3,70.7,36.9,28,0.69,3.88,5/8/2024,10:00,10,19,59,104,104
740,39.6,48.4,27.3,30,0.67,4.18,5/8/2024,11:00,7,20,45,85,85
506,38,35.4,43,30,0.65,3.85,5/8/2024,12:00,5,19,33,119,119
519,38.2,31,34.2,31,0.59,4.56,5/8/2024,13:00,5,19,29,98,98
428,36.2,25.4,24.5,26,0.56,5.29,5/8/2024,14:00,4,18,24,80,80
591,38.8,23.5,17.2,27,0.55,5.35,5/8/2024,15:00,6,19,22,66,66
635,36.9,20.6,17.7,28,0.55,5.51,5/8/2024,16:00,6,19,19,67,67
886,38.6,24.5,14.1,28,0.61,5.66,5/8/2024,17:00,9,19,23,60,60
1310,36.9,36,16.1,27,0.7,5.11,5/8/2024,18:00,13,19,33,64,64
1310,39.4,44.8,23.9,27,0.78,3.97,5/8/2024,19:00,13,20,41,79,79
803,37.4,51.6,19.3,26,0.83,3.85,5/8/2024,20:00,8,19,48,70,70
797,39.8,46,14.1,26,0.86,3.43,5/8/2024,21:00,8,20,43,60,60
644,39.1,72.3,32.8,27,0.87,3.36,5/8/2024,22:00,6,20,60,95,95
534,38.7,97.6,31.7,26,0.88,2.72,5/8/2024,23:00,5,19,72,93,93
512,38.4,60.2,28.2,26,0.88,2.4,5/9/2024,0:00,5,19,54,87,87
542,39.4,30.7,21.9,27,0.89,2.29,5/9/2024,1:00,5,20,28,75,75
373,38,31,23.2,27,0.9,1.85,5/9/2024,2:00,4,19,29,77,77
395,38.2,25.5,26.7,26,0.9,1.75,5/9/2024,3:00,4,19,24,84,84
412,40.8,18.5,20,24,0.9,1.92,5/9/2024,4:00,4,20,17,71,71
485,40.8,13.6,15,24,0.9,2.16,5/9/2024,5:00,5,20,13,62,62
534,41.3,24,13.5,23,0.88,1.99,5/9/2024,6:00,5,21,22,59,59
914,42.6,34.1,13,23,0.83,2.54,5/9/2024,7:00,9,21,32,58,58
1280,42.1,26.8,9.8,23,0.79,2.47,5/9/2024,8:00,13,21,25,52,52
1220,40.8,32.1,20.5,23,0.77,2.01,5/9/2024,9:00,12,20,30,72,72
881,39.5,24.7,16.7,25,0.72,2.35,5/9/2024,10:00,9,20,23,65,65
901,40,18.6,12.5,25,0.68,2.89,5/9/2024,11:00,9,20,17,57,57
815,36.8,30.6,22.3,27,0.69,3.53,5/9/2024,12:00,8,18,28,76,76
836,38.5,36.8,23.1,28,0.64,2.95,5/9/2024,13:00,8,19,34,77,77
802,37.6,33.9,28.7,30,0.64,3.55,5/9/2024,14:00,8,19,31,88,88
891,39.3,39.2,25.9,29,0.67,3.68,5/9/2024,15:00,9,20,36,82,82
1180,40.5,78.8,28.9,29,0.7,4.12,5/9/2024,16:00,12,20,63,88,88
1590,41.9,54.5,23.4,27,0.76,4.37,5/9/2024,17:00,16,21,51,78,78
2420,45.6,47.4,18.1,26,0.82,3.78,5/9/2024,18:00,24,23,44,68,68
1560,43.2,51.2,24.9,26,0.87,4.19,5/9/2024,19:00,15,22,47,80,80
1340,42.7,63.7,29.3,26,0.89,3.91,5/9/2024,20:00,13,21,55,89,89
1140,42.3,74.4,32.4,25,0.91,2.85,5/9/2024,21:00,11,21,61,94,94
904,41.1,71.6,26.1,26,0.91,2.67,5/9/2024,22:00,9,21,59,83,83
644,38.9,49.9,26,26,0.92,2.06,5/9/2024,23:00,6,20,46,82,82
398,38.2,34.7,19.5,26,0.93,2.11,5/10/2024,0:00,4,19,32,70,70
446,37.7,30.1,19.4,25,0.96,1.93,5/10/2024,1:00,4,19,28,70,70
428,35.9,29.7,23.8,25,0.96,1.98,5/10/2024,2:00,4,18,28,78,78
396,37.3,38.6,18.7,25,0.96,2.16,5/10/2024,3:00,4,19,36,69,69
418,37.3,41.7,18.4,24,0.96,2.04,5/10/2024,4:00,4,19,39,68,68
740,40.9,46.5,17.5,24,0.96,1.9,5/10/2024,5:00,7,21,43,67,67
1020,41.6,69,35.3,24,0.94,1.72,5/10/2024,6:00,10,21,58,100,100
1910,46.9,68.5,46.6,25,0.89,2.44,5/10/2024,7:00,19,24,58,128,128
1570,42.5,62.9,44.3,25,0.84,2.97,5/10/2024,8:00,16,21,55,123,123
712,40.2,62.3,43.4,26,0.76,3.02,5/10/2024,9:00,7,20,55,120,120
563,39.4,37.6,47.7,28,0.69,3.5,5/10/2024,10:00,6,20,35,131,131
538,40.3,66.7,71,29,0.63,4,5/10/2024,11:00,5,20,57,162,162
445,36.5,0.7,47.7,30,0.59,4.35,5/10/2024,12:00,4,18,1,131,131
502,37.7,1,36.7,31,0.59,4.3,5/10/2024,13:00,5,19,1,104,104
339,35.3,1.3,41.3,32,0.63,4.36,5/10/2024,14:00,3,18,1,115,115
559,38.7,1.3,38.3,31,0.62,4.77,5/10/2024,15:00,6,19,1,108,108
384,36.5,0.5,37.4,31,0.63,5.47,5/10/2024,16:00,4,18,0,106,106
789,40,2.8,35,31,0.68,5.12,5/10/2024,17:00,8,20,3,99,99
768,38.3,9.3,30.3,30,0.76,4.26,5/10/2024,18:00,8,19,9,90,90
761,38.9,25.3,25.6,29,0.78,5,5/10/2024,19:00,8,20,23,82,82
594,37.5,41.9,28.4,29,0.82,4.8,5/10/2024,20:00,6,19,39,87,87
619,39.5,48.9,32.4,28,0.85,4.47,5/10/2024,21:00,6,20,45,94,94
398,37.1,62,36.5,28,0.89,4.51,5/10/2024,22:00,4,19,54,103,103
465,38.1,72.4,34.1,27,0.9,3.53,5/10/2024,23:00,5,19,60,98,98
573,38.4,72.2,30.8,27,0.91,3.25,5/11/2024,0:00,6,19,60,91,91
551,39.4,70.1,30.6,27,0.93,3.48,5/11/2024,1:00,5,20,58,91,91
494,40.1,72.8,29.9,27,0.94,3.28,5/11/2024,2:00,5,20,60,90,90
713,39.9,69.1,29.4,27,0.95,2.5,5/11/2024,3:00,7,20,58,89,89
472,39,68.8,32.6,27,0.96,2.23,5/11/2024,4:00,5,20,58,95,95
464,40.6,68.2,37.1,26,0.97,2.15,5/11/2024,5:00,5,20,58,105,105
454,41.2,65.1,37.3,26,0.95,2.25,5/11/2024,6:00,5,21,56,105,105
755,40.3,60.2,31.8,27,0.88,2.74,5/11/2024,7:00,7,20,54,93,93
880,38.7,55.1,32.2,28,0.77,3.4,5/11/2024,8:00,9,19,51,94,94
784,39.9,43.1,30.2,29,0.69,3.9,5/11/2024,9:00,8,20,40,90,90
565,38.3,29,24.4,29,0.66,3.73,5/11/2024,10:00,6,19,27,80,80
676,41.2,35.6,23.2,31,0.64,3.92,5/11/2024,11:00,7,21,33,77,77
513,37.7,41.6,20.9,32,0.61,4.32,5/11/2024,12:00,5,19,39,73,73
563,38.6,40.8,21.4,32,0.6,4.59,5/11/2024,13:00,6,19,38,74,74
565,36.6,44.8,27.3,33,0.6,4.92,5/11/2024,14:00,6,18,41,85,85
624,38.8,43.7,26.2,33,0.61,5.08,5/11/2024,15:00,6,19,40,83,83
574,36.8,43.8,25.4,33,0.58,4.92,5/11/2024,16:00,6,18,41,81,81
816,39.3,44.5,28.9,32,0.64,5.1,5/11/2024,17:00,8,20,41,88,88
762,37.9,51.6,33.3,32,0.72,4.89,5/11/2024,18:00,8,19,48,96,96
833,38.1,59.9,34.7,30,0.78,5.11,5/11/2024,19:00,8,19,53,99,99
707,36.4,67.1,34.9,29,0.86,3.73,5/11/2024,20:00,7,18,57,99,99
940,41.2,65,30.1,29,0.89,3.76,5/11/2024,21:00,9,21,56,90,90
